customer_id	loan_id	region_killeen
C726754	L00015973	Other Texas Region
C242857	L00016590	Other Texas Region
C957158	L00016930	Other Texas Region
C867441	L00017463	Other Texas Region
C874426	L00019916	Other Texas Region
C970656	L00020772	Other Texas Region
C827245	L00022838	Other Texas Region
C863129	L00026797	Other Texas Region
C173513	L00027389	Other Texas Region
C899058	L00028905	Other Texas Region
C708527	L00030072	Killeen, TX Metro
C245508	L00031290	Other Texas Region
C931872	L00032349	Other Texas Region
C532038	L00032399	Other Texas Region
C367131	L00033267	Other Texas Region
C579207	L00033601	Other Texas Region
C620971	L00034115	Other Texas Region
C946261	L00034671	Killeen, TX Metro
C246031	L00036104	Other Texas Region
C313765	L00040533	Other Texas Region
C630207	L00040634	Other Texas Region
C575634	L00049769	Other Texas Region
C876997	L00000024	Other Texas Region
C301664	L00000154	Other Texas Region
C974371	L00000179	Other Texas Region
C546438	L00000556	Other Texas Region
C463476	L00001637	Killeen, TX Metro
C987164	L00002053	Other Texas Region
C389226	L00002063	Other Texas Region
C417348	L00002389	Other Texas Region
C345014	L00002518	Killeen, TX Metro
C664678	L00002686	Other Texas Region
C308524	L00002897	Other Texas Region
C153909	L00003781	Killeen, TX Metro
C981506	L00003920	Other Texas Region
C505513	L00004868	Other Texas Region
C989493	L00005298	Other Texas Region
C720273	L00005456	Other Texas Region
C954741	L00006488	Killeen, TX Metro
C841184	L00006548	Other Texas Region
C220592	L00006562	Other Texas Region
C232018	L00007321	Other Texas Region
C552082	L00008235	Other Texas Region
C442553	L00008490	Other Texas Region
C468615	L00008610	Other Texas Region
C241835	L00008913	Killeen, TX Metro
C806014	L00009347	Killeen, TX Metro
C667769	L00009436	Killeen, TX Metro
C503666	L00010083	Other Texas Region
C850401	L00010232	Other Texas Region
C564271	L00010432	Other Texas Region
C749443	L00010450	Other Texas Region
C660027	L00010548	Other Texas Region
C501063	L00010639	Other Texas Region
C225342	L00010942	Other Texas Region
C952857	L00011090	Killeen, TX Metro
C936659	L00011270	Other Texas Region
C426944	L00011328	Killeen, TX Metro
C411372	L00011920	Other Texas Region
C576984	L00012670	Killeen, TX Metro
C720140	L00012860	Other Texas Region
C399907	L00013236	Other Texas Region
C999574	L00013501	Other Texas Region
C272438	L00014766	Other Texas Region
C187687	L00015678	Other Texas Region
C659865	L00015715	Other Texas Region
C817237	L00016307	Killeen, TX Metro
C258502	L00016504	Other Texas Region
C404144	L00016571	Other Texas Region
C268767	L00016749	Killeen, TX Metro
C236343	L00017278	Killeen, TX Metro
C718470	L00017462	Other Texas Region
C826787	L00018724	Killeen, TX Metro
C843472	L00019526	Killeen, TX Metro
C795438	L00019576	Other Texas Region
C230775	L00019984	Other Texas Region
C730175	L00020330	Killeen, TX Metro
C344300	L00020613	Killeen, TX Metro
C795269	L00020713	Other Texas Region
C887503	L00023268	Killeen, TX Metro
C778462	L00023525	Killeen, TX Metro
C576665	L00023804	Other Texas Region
C789963	L00024154	Other Texas Region
C699688	L00024162	Other Texas Region
C268535	L00024377	Other Texas Region
C811525	L00024876	Other Texas Region
C761949	L00024913	Other Texas Region
C807887	L00024949	Other Texas Region
C364952	L00025545	Other Texas Region
C555070	L00025801	Other Texas Region
C642358	L00027606	Other Texas Region
C745209	L00027717	Other Texas Region
C862431	L00027823	Killeen, TX Metro
C976744	L00027997	Other Texas Region
C199345	L00028203	Other Texas Region
C232321	L00028504	Killeen, TX Metro
C584172	L00028546	Other Texas Region
C276559	L00028955	Other Texas Region
C654827	L00029073	Other Texas Region
C188295	L00029471	Killeen, TX Metro
C703133	L00029482	Other Texas Region
C432414	L00029810	Killeen, TX Metro
C172968	L00030530	Other Texas Region
C667696	L00030562	Other Texas Region
C305180	L00030825	Other Texas Region
C352669	L00031051	Killeen, TX Metro
C707679	L00032029	Other Texas Region
C674172	L00032369	Killeen, TX Metro
C854467	L00032951	Killeen, TX Metro
C809009	L00033314	Other Texas Region
C817972	L00033495	Killeen, TX Metro
C953367	L00034791	Other Texas Region
C143042	L00035487	Other Texas Region
C473502	L00036281	Other Texas Region
C946677	L00036536	Killeen, TX Metro
C387674	L00036564	Killeen, TX Metro
C752731	L00036973	Other Texas Region
C158812	L00037028	Killeen, TX Metro
C249111	L00037103	Killeen, TX Metro
C341983	L00039383	Other Texas Region
C102521	L00039606	Other Texas Region
C174514	L00040045	Other Texas Region
C192543	L00041034	Killeen, TX Metro
C314367	L00041073	Other Texas Region
C168809	L00041337	Other Texas Region
C209470	L00041417	Other Texas Region
C104952	L00041695	Killeen, TX Metro
C104170	L00041972	Other Texas Region
C750902	L00042247	Other Texas Region
C643406	L00042669	Other Texas Region
C789376	L00043133	Killeen, TX Metro
C182455	L00043240	Other Texas Region
C112343	L00043532	Killeen, TX Metro
C544876	L00043768	Other Texas Region
C322483	L00043849	Other Texas Region
C629922	L00044103	Other Texas Region
C635286	L00045507	Killeen, TX Metro
C938569	L00045776	Killeen, TX Metro
C803227	L00046378	Other Texas Region
C621819	L00046566	Other Texas Region
C198756	L00046575	Other Texas Region
C992455	L00046884	Other Texas Region
C745362	L00047189	Killeen, TX Metro
C139232	L00047282	Killeen, TX Metro
C220201	L00047589	Killeen, TX Metro
C712252	L00047781	Other Texas Region
C640412	L00048037	Other Texas Region
C693213	L00048406	Other Texas Region
C578437	L00048758	Other Texas Region
C675063	L00049152	Killeen, TX Metro
C480002	L00000335	Other Texas Region
C525695	L00000686	Other Texas Region
C166203	L00000858	Other Texas Region
C682531	L00001034	Other Texas Region
C856892	L00001342	Other Texas Region
C841804	L00001477	Other Texas Region
C997928	L00001572	Other Texas Region
C422918	L00001594	Killeen, TX Metro
C872800	L00002038	Other Texas Region
C706791	L00002157	Other Texas Region
C657685	L00002371	Other Texas Region
C905175	L00002620	Other Texas Region
C251175	L00002776	Other Texas Region
C910658	L00002856	Other Texas Region
C619089	L00003098	Other Texas Region
C971803	L00003913	Killeen, TX Metro
C198234	L00007458	Other Texas Region
C325413	L00007568	Killeen, TX Metro
C523240	L00007813	Killeen, TX Metro
C889660	L00008535	Other Texas Region
C258272	L00008883	Other Texas Region
C481032	L00008976	Killeen, TX Metro
C541758	L00009623	Other Texas Region
C359427	L00009865	Killeen, TX Metro
C659319	L00010340	Other Texas Region
C767897	L00010716	Other Texas Region
C201735	L00010895	Killeen, TX Metro
C712766	L00011052	Killeen, TX Metro
C317984	L00011554	Other Texas Region
C584427	L00012337	Other Texas Region
C697202	L00012342	Other Texas Region
C668800	L00013621	Other Texas Region
C285964	L00013626	Other Texas Region
C912353	L00014166	Other Texas Region
C726020	L00014207	Killeen, TX Metro
C816079	L00014208	Other Texas Region
C529223	L00015575	Killeen, TX Metro
C692890	L00015594	Other Texas Region
C167438	L00016112	Other Texas Region
C452868	L00016148	Other Texas Region
C730971	L00016410	Other Texas Region
C441653	L00016462	Other Texas Region
C525751	L00016505	Killeen, TX Metro
C863707	L00016617	Other Texas Region
C577799	L00016693	Other Texas Region
C472146	L00016886	Other Texas Region
C546098	L00017376	Other Texas Region
C846403	L00017910	Other Texas Region
C463076	L00018672	Killeen, TX Metro
C198980	L00018886	Killeen, TX Metro
C289099	L00018946	Other Texas Region
C494833	L00019296	Other Texas Region
C865523	L00019620	Other Texas Region
C907359	L00019627	Other Texas Region
C887868	L00019871	Killeen, TX Metro
C278996	L00019896	Other Texas Region
C311588	L00020838	Other Texas Region
C956928	L00021254	Killeen, TX Metro
C212168	L00021422	Other Texas Region
C784732	L00021994	Killeen, TX Metro
C505633	L00022556	Other Texas Region
C109864	L00024059	Killeen, TX Metro
C296000	L00025548	Killeen, TX Metro
C770659	L00025736	Other Texas Region
C541289	L00025963	Other Texas Region
C363380	L00025968	Killeen, TX Metro
C955191	L00026930	Other Texas Region
C727722	L00027085	Killeen, TX Metro
C720716	L00027366	Other Texas Region
C495952	L00027457	Other Texas Region
C980597	L00028088	Other Texas Region
C573457	L00028100	Other Texas Region
C504655	L00028498	Other Texas Region
C537466	L00028626	Other Texas Region
C974294	L00029227	Killeen, TX Metro
C920188	L00029356	Killeen, TX Metro
C409065	L00029636	Other Texas Region
C824257	L00030652	Killeen, TX Metro
C269645	L00030963	Other Texas Region
C486259	L00031027	Other Texas Region
C902204	L00031044	Other Texas Region
C212178	L00031279	Killeen, TX Metro
C560410	L00031741	Other Texas Region
C450906	L00032629	Other Texas Region
C136131	L00034319	Other Texas Region
C930103	L00034418	Killeen, TX Metro
C574882	L00034686	Other Texas Region
C205364	L00034781	Other Texas Region
C495627	L00035541	Other Texas Region
C900609	L00035860	Killeen, TX Metro
C878473	L00035921	Other Texas Region
C800621	L00037668	Killeen, TX Metro
C818096	L00037700	Other Texas Region
C251957	L00039393	Killeen, TX Metro
C974099	L00039540	Other Texas Region
C346923	L00039668	Other Texas Region
C659376	L00039874	Other Texas Region
C196544	L00039918	Other Texas Region
C892131	L00040906	Other Texas Region
C692371	L00041045	Other Texas Region
C189937	L00041167	Other Texas Region
C251476	L00041294	Other Texas Region
C871284	L00041349	Killeen, TX Metro
C218818	L00041708	Other Texas Region
C687093	L00042271	Other Texas Region
C234229	L00042306	Other Texas Region
C651321	L00042385	Other Texas Region
C427466	L00042619	Other Texas Region
C710058	L00042898	Killeen, TX Metro
C521499	L00043407	Killeen, TX Metro
C374715	L00043602	Killeen, TX Metro
C244177	L00045625	Other Texas Region
C889349	L00045907	Killeen, TX Metro
C909687	L00046071	Other Texas Region
C931098	L00046237	Killeen, TX Metro
C953473	L00046598	Killeen, TX Metro
C281423	L00047013	Killeen, TX Metro
C591818	L00047622	Killeen, TX Metro
C563368	L00047881	Other Texas Region
C924249	L00049848	Other Texas Region
C518400	L00000284	Killeen, TX Metro
C276089	L00000453	Killeen, TX Metro
C830051	L00001851	Other Texas Region
C777114	L00001934	Killeen, TX Metro
C944092	L00002223	Killeen, TX Metro
C302332	L00002374	Other Texas Region
C724446	L00003530	Killeen, TX Metro
C462462	L00004378	Other Texas Region
C696595	L00006276	Killeen, TX Metro
C420304	L00006347	Killeen, TX Metro
C701206	L00006363	Other Texas Region
C810070	L00006544	Other Texas Region
C211362	L00006664	Killeen, TX Metro
C392717	L00007268	Killeen, TX Metro
C895722	L00007284	Other Texas Region
C371733	L00009517	Killeen, TX Metro
C152127	L00010310	Other Texas Region
C579095	L00010636	Other Texas Region
C540523	L00011137	Killeen, TX Metro
C894301	L00011203	Other Texas Region
C921391	L00011818	Other Texas Region
C426754	L00012363	Killeen, TX Metro
C828734	L00012616	Other Texas Region
C872470	L00012648	Killeen, TX Metro
C663765	L00012681	Other Texas Region
C392164	L00013049	Other Texas Region
C168304	L00013272	Other Texas Region
C335020	L00014098	Other Texas Region
C878894	L00014666	Other Texas Region
C663616	L00014850	Killeen, TX Metro
C261860	L00015970	Killeen, TX Metro
C902533	L00016691	Other Texas Region
C201096	L00017851	Killeen, TX Metro
C872054	L00019035	Other Texas Region
C688345	L00020451	Other Texas Region
C865167	L00020541	Other Texas Region
C364946	L00020958	Other Texas Region
C593213	L00021520	Other Texas Region
C507000	L00028578	Other Texas Region
C301207	L00029711	Other Texas Region
C974580	L00029904	Other Texas Region
C101355	L00030273	Killeen, TX Metro
C590010	L00030346	Other Texas Region
C115050	L00030931	Killeen, TX Metro
C609397	L00031855	Other Texas Region
C440817	L00032862	Other Texas Region
C479472	L00032902	Other Texas Region
C352903	L00033026	Other Texas Region
C921145	L00033194	Killeen, TX Metro
C617948	L00033342	Killeen, TX Metro
C876524	L00034122	Killeen, TX Metro
C908537	L00034685	Killeen, TX Metro
C695002	L00034923	Other Texas Region
C174726	L00035068	Other Texas Region
C924125	L00036041	Other Texas Region
C162976	L00037374	Killeen, TX Metro
C436067	L00040378	Other Texas Region
C793613	L00040531	Killeen, TX Metro
C968004	L00040943	Other Texas Region
C677538	L00042179	Killeen, TX Metro
C100188	L00045487	Killeen, TX Metro
C771380	L00045808	Other Texas Region
C304488	L00045836	Killeen, TX Metro
C968618	L00046883	Other Texas Region
C474275	L00047565	Killeen, TX Metro
C950188	L00047775	Other Texas Region
C627035	L00000041	Other Texas Region
C877089	L00000068	Other Texas Region
C123247	L00000103	Other Texas Region
C566882	L00000563	Other Texas Region
C239407	L00000718	Other Texas Region
C383876	L00000833	Other Texas Region
C359214	L00000843	Killeen, TX Metro
C423673	L00000863	Killeen, TX Metro
C983671	L00000994	Other Texas Region
C729474	L00001106	Killeen, TX Metro
C114060	L00001274	Killeen, TX Metro
C209945	L00001393	Other Texas Region
C221826	L00001772	Killeen, TX Metro
C669936	L00001945	Other Texas Region
C532430	L00002094	Other Texas Region
C444855	L00002113	Other Texas Region
C379922	L00002322	Other Texas Region
C965962	L00002380	Other Texas Region
C398090	L00002388	Killeen, TX Metro
C494274	L00002416	Killeen, TX Metro
C738387	L00002877	Killeen, TX Metro
C543031	L00003310	Other Texas Region
C632726	L00003641	Other Texas Region
C290237	L00003679	Other Texas Region
C626570	L00004052	Killeen, TX Metro
C230544	L00004204	Other Texas Region
C508808	L00004426	Other Texas Region
C339719	L00004643	Killeen, TX Metro
C480596	L00004727	Killeen, TX Metro
C458710	L00004808	Other Texas Region
C145740	L00004892	Killeen, TX Metro
C799895	L00005710	Other Texas Region
C479747	L00005791	Killeen, TX Metro
C774533	L00005972	Other Texas Region
C908871	L00005979	Other Texas Region
C889417	L00006221	Other Texas Region
C330097	L00006257	Killeen, TX Metro
C306486	L00006490	Other Texas Region
C438526	L00007421	Other Texas Region
C510869	L00007434	Other Texas Region
C555982	L00007710	Other Texas Region
C497798	L00008536	Other Texas Region
C100654	L00008869	Other Texas Region
C286720	L00008911	Other Texas Region
C494093	L00008922	Other Texas Region
C914107	L00008983	Other Texas Region
C953349	L00009102	Other Texas Region
C222026	L00009125	Killeen, TX Metro
C681529	L00009554	Killeen, TX Metro
C600653	L00010353	Killeen, TX Metro
C717508	L00010503	Other Texas Region
C645865	L00010753	Other Texas Region
C890073	L00010914	Killeen, TX Metro
C934569	L00011261	Killeen, TX Metro
C137276	L00011310	Killeen, TX Metro
C303299	L00011390	Killeen, TX Metro
C650049	L00011623	Other Texas Region
C748140	L00011823	Killeen, TX Metro
C772636	L00011943	Killeen, TX Metro
C270923	L00012217	Other Texas Region
C594649	L00012224	Killeen, TX Metro
C242245	L00012317	Other Texas Region
C177271	L00012395	Killeen, TX Metro
C952681	L00012503	Killeen, TX Metro
C892515	L00012733	Killeen, TX Metro
C895818	L00012742	Other Texas Region
C885427	L00012961	Killeen, TX Metro
C267807	L00013479	Other Texas Region
C299330	L00013764	Other Texas Region
C439855	L00013953	Killeen, TX Metro
C920449	L00014028	Other Texas Region
C319162	L00014825	Other Texas Region
C742931	L00015077	Killeen, TX Metro
C313396	L00015081	Other Texas Region
C185779	L00015162	Other Texas Region
C944355	L00015435	Killeen, TX Metro
C474612	L00015474	Other Texas Region
C473921	L00015647	Other Texas Region
C529865	L00015651	Killeen, TX Metro
C848779	L00015878	Killeen, TX Metro
C508117	L00016336	Other Texas Region
C836091	L00016962	Killeen, TX Metro
C978247	L00017047	Other Texas Region
C372201	L00017118	Other Texas Region
C951740	L00017575	Other Texas Region
C436433	L00017995	Other Texas Region
C320172	L00018209	Killeen, TX Metro
C219342	L00018232	Other Texas Region
C224451	L00018247	Other Texas Region
C607745	L00018437	Other Texas Region
C564764	L00018478	Other Texas Region
C398951	L00018736	Other Texas Region
C252018	L00018842	Other Texas Region
C339628	L00018920	Killeen, TX Metro
C267797	L00018968	Other Texas Region
C271871	L00019124	Other Texas Region
C341024	L00019223	Killeen, TX Metro
C451591	L00019375	Other Texas Region
C803829	L00019635	Other Texas Region
C611315	L00019724	Other Texas Region
C478888	L00020049	Killeen, TX Metro
C187995	L00020155	Other Texas Region
C646356	L00020517	Other Texas Region
C641301	L00020585	Killeen, TX Metro
C384839	L00020606	Killeen, TX Metro
C176625	L00020634	Killeen, TX Metro
C179711	L00021127	Other Texas Region
C863076	L00021451	Killeen, TX Metro
C310913	L00021851	Other Texas Region
C323023	L00022054	Other Texas Region
C464523	L00022415	Other Texas Region
C625598	L00022618	Killeen, TX Metro
C232848	L00022644	Other Texas Region
C949190	L00023015	Other Texas Region
C550587	L00023021	Killeen, TX Metro
C439594	L00023112	Other Texas Region
C257879	L00023188	Other Texas Region
C190153	L00023244	Other Texas Region
C364250	L00023540	Other Texas Region
C468406	L00023587	Other Texas Region
C148423	L00024038	Other Texas Region
C599900	L00024072	Killeen, TX Metro
C524824	L00024089	Other Texas Region
C357157	L00024274	Other Texas Region
C191467	L00025132	Other Texas Region
C411295	L00025448	Other Texas Region
C916570	L00025503	Other Texas Region
C415410	L00025538	Other Texas Region
C752182	L00025615	Other Texas Region
C137869	L00025637	Killeen, TX Metro
C560287	L00025684	Killeen, TX Metro
C913071	L00025896	Other Texas Region
C832382	L00025978	Killeen, TX Metro
C251391	L00026164	Killeen, TX Metro
C997898	L00026310	Other Texas Region
C984248	L00026340	Other Texas Region
C681690	L00026497	Other Texas Region
C695543	L00026641	Other Texas Region
C680159	L00026688	Other Texas Region
C933297	L00027162	Other Texas Region
C715534	L00027164	Killeen, TX Metro
C662922	L00027221	Other Texas Region
C660064	L00027223	Killeen, TX Metro
C599727	L00027386	Killeen, TX Metro
C279913	L00027502	Other Texas Region
C816743	L00027790	Killeen, TX Metro
C391144	L00028058	Other Texas Region
C138131	L00028183	Other Texas Region
C982982	L00028355	Killeen, TX Metro
C141182	L00028358	Other Texas Region
C864298	L00028369	Other Texas Region
C116915	L00028438	Other Texas Region
C695654	L00028630	Other Texas Region
C306051	L00028636	Other Texas Region
C259435	L00028657	Other Texas Region
C646787	L00028706	Killeen, TX Metro
C816846	L00029041	Killeen, TX Metro
C495085	L00029134	Other Texas Region
C892415	L00029265	Killeen, TX Metro
C988390	L00029294	Other Texas Region
C417649	L00029422	Other Texas Region
C700898	L00029433	Other Texas Region
C637639	L00029621	Other Texas Region
C321002	L00029680	Other Texas Region
C460002	L00029778	Other Texas Region
C387401	L00029923	Killeen, TX Metro
C722260	L00030432	Other Texas Region
C530818	L00030929	Killeen, TX Metro
C748226	L00031169	Other Texas Region
C435262	L00031208	Killeen, TX Metro
C486371	L00031372	Other Texas Region
C269720	L00031662	Other Texas Region
C711445	L00031838	Other Texas Region
C852746	L00031900	Other Texas Region
C794096	L00031985	Other Texas Region
C364091	L00032064	Other Texas Region
C491301	L00032188	Killeen, TX Metro
C224559	L00032299	Other Texas Region
C178066	L00032389	Other Texas Region
C303753	L00032457	Other Texas Region
C581276	L00033258	Killeen, TX Metro
C244670	L00033393	Other Texas Region
C814473	L00033445	Other Texas Region
C914065	L00034032	Other Texas Region
C197292	L00034533	Other Texas Region
C161401	L00034941	Other Texas Region
C982827	L00035015	Other Texas Region
C637028	L00035137	Other Texas Region
C461035	L00035187	Other Texas Region
C885067	L00035226	Other Texas Region
C757430	L00035434	Other Texas Region
C339883	L00035537	Killeen, TX Metro
C654999	L00035859	Killeen, TX Metro
C288151	L00036145	Other Texas Region
C583055	L00036218	Other Texas Region
C645785	L00036462	Other Texas Region
C639910	L00036665	Other Texas Region
C677808	L00036865	Other Texas Region
C465283	L00037030	Other Texas Region
C423723	L00037531	Other Texas Region
C553200	L00037542	Killeen, TX Metro
C459045	L00037559	Other Texas Region
C532233	L00037716	Other Texas Region
C832459	L00037983	Other Texas Region
C686004	L00038331	Other Texas Region
C940264	L00038515	Other Texas Region
C396748	L00038681	Other Texas Region
C856567	L00038966	Other Texas Region
C463845	L00038999	Other Texas Region
C145002	L00039103	Other Texas Region
C763873	L00039356	Other Texas Region
C976662	L00039375	Other Texas Region
C547812	L00039476	Other Texas Region
C557582	L00039478	Other Texas Region
C700983	L00039908	Other Texas Region
C448062	L00040022	Other Texas Region
C761051	L00040467	Killeen, TX Metro
C811614	L00040589	Other Texas Region
C500944	L00040627	Other Texas Region
C727926	L00040642	Killeen, TX Metro
C745736	L00040654	Killeen, TX Metro
C725530	L00040663	Other Texas Region
C195964	L00040672	Killeen, TX Metro
C889266	L00040928	Other Texas Region
C768235	L00041018	Other Texas Region
C821880	L00041189	Other Texas Region
C345735	L00041404	Killeen, TX Metro
C778757	L00041634	Other Texas Region
C242769	L00041665	Killeen, TX Metro
C595245	L00041754	Killeen, TX Metro
C590607	L00041788	Other Texas Region
C338470	L00041919	Killeen, TX Metro
C542970	L00041995	Other Texas Region
C671274	L00042014	Other Texas Region
C503662	L00042195	Killeen, TX Metro
C939811	L00042531	Other Texas Region
C515242	L00042572	Other Texas Region
C817411	L00042671	Other Texas Region
C469744	L00043617	Killeen, TX Metro
C215154	L00044024	Other Texas Region
C978193	L00044102	Other Texas Region
C219564	L00044593	Other Texas Region
C126611	L00044646	Other Texas Region
C947727	L00044719	Killeen, TX Metro
C864723	L00044732	Other Texas Region
C684582	L00044963	Other Texas Region
C709598	L00044994	Other Texas Region
C729627	L00045116	Other Texas Region
C308078	L00045226	Killeen, TX Metro
C441865	L00045298	Other Texas Region
C692051	L00045475	Other Texas Region
C711047	L00045674	Other Texas Region
C434828	L00045690	Other Texas Region
C359158	L00045804	Other Texas Region
C656840	L00046251	Other Texas Region
C813227	L00046435	Killeen, TX Metro
C438860	L00047082	Killeen, TX Metro
C514528	L00047110	Other Texas Region
C242267	L00047415	Killeen, TX Metro
C467297	L00047832	Killeen, TX Metro
C304486	L00047883	Other Texas Region
C872296	L00047942	Other Texas Region
C389915	L00048238	Other Texas Region
C921493	L00048477	Other Texas Region
C554135	L00048727	Killeen, TX Metro
C414976	L00048761	Other Texas Region
C800112	L00048838	Killeen, TX Metro
C896504	L00049219	Other Texas Region
C617035	L00049247	Other Texas Region
C185521	L00049353	Other Texas Region
C478155	L00049425	Killeen, TX Metro
C739859	L00049502	Other Texas Region
C356840	L00000056	Killeen, TX Metro
C964141	L00000975	Other Texas Region
C886275	L00001212	Other Texas Region
C715947	L00002000	Other Texas Region
C268383	L00002009	Other Texas Region
C943441	L00002947	Other Texas Region
C282268	L00002954	Killeen, TX Metro
C458918	L00002955	Other Texas Region
C982430	L00003848	Killeen, TX Metro
C963349	L00004031	Other Texas Region
C933525	L00004150	Other Texas Region
C523332	L00004655	Other Texas Region
C382844	L00004947	Other Texas Region
C435299	L00005108	Other Texas Region
C979459	L00005304	Killeen, TX Metro
C184811	L00005747	Other Texas Region
C450164	L00006535	Killeen, TX Metro
C434517	L00006551	Other Texas Region
C979508	L00007064	Other Texas Region
C316621	L00007110	Killeen, TX Metro
C258477	L00007307	Killeen, TX Metro
C151272	L00008466	Killeen, TX Metro
C365470	L00008838	Other Texas Region
C817006	L00009064	Killeen, TX Metro
C499346	L00009348	Killeen, TX Metro
C126393	L00010504	Other Texas Region
C258571	L00010568	Killeen, TX Metro
C633793	L00010729	Killeen, TX Metro
C132125	L00010984	Other Texas Region
C789692	L00011490	Other Texas Region
C641228	L00011536	Killeen, TX Metro
C856355	L00011581	Killeen, TX Metro
C681154	L00011595	Killeen, TX Metro
C317767	L00013051	Other Texas Region
C863445	L00013235	Killeen, TX Metro
C834158	L00013528	Other Texas Region
C114925	L00013760	Killeen, TX Metro
C265043	L00013853	Other Texas Region
C615152	L00014355	Other Texas Region
C347174	L00014449	Other Texas Region
C871122	L00014484	Killeen, TX Metro
C902792	L00014611	Killeen, TX Metro
C162598	L00014919	Other Texas Region
C401857	L00014947	Other Texas Region
C515941	L00015183	Killeen, TX Metro
C409181	L00015284	Other Texas Region
C412499	L00015374	Other Texas Region
C784563	L00015442	Other Texas Region
C451133	L00015555	Other Texas Region
C305229	L00015702	Other Texas Region
C660085	L00017145	Killeen, TX Metro
C369182	L00017830	Other Texas Region
C756442	L00018044	Other Texas Region
C853996	L00018949	Other Texas Region
C762582	L00019276	Other Texas Region
C971022	L00019282	Killeen, TX Metro
C483545	L00020382	Killeen, TX Metro
C367800	L00021145	Other Texas Region
C623566	L00021815	Killeen, TX Metro
C100615	L00021988	Other Texas Region
C870545	L00022103	Other Texas Region
C420330	L00022389	Killeen, TX Metro
C253415	L00022458	Killeen, TX Metro
C337644	L00022511	Killeen, TX Metro
C864797	L00022576	Killeen, TX Metro
C521990	L00024189	Other Texas Region
C662952	L00024199	Other Texas Region
C160964	L00024241	Other Texas Region
C941688	L00024337	Other Texas Region
C873940	L00024339	Other Texas Region
C696842	L00024834	Other Texas Region
C301161	L00025053	Killeen, TX Metro
C141423	L00025533	Other Texas Region
C669489	L00026019	Killeen, TX Metro
C600267	L00026144	Other Texas Region
C740956	L00026263	Other Texas Region
C400670	L00026527	Other Texas Region
C838142	L00026578	Other Texas Region
C634228	L00026774	Other Texas Region
C806116	L00027987	Other Texas Region
C866767	L00028030	Killeen, TX Metro
C941554	L00028305	Killeen, TX Metro
C173541	L00028985	Other Texas Region
C580826	L00029104	Killeen, TX Metro
C392381	L00030116	Other Texas Region
C682964	L00030578	Other Texas Region
C296236	L00030659	Other Texas Region
C955505	L00030672	Other Texas Region
